_id | (int),archtype_nameing | an (string),unit_name | un (string),next_evolve | ne (string),unit_element | ue (int),max_lv | ml (int),exp_mod | em (int),unit_growth | ug (int),rarity_tier | rt (int),evolve_materials | evm (int),no_of_evolve_times | net (int),cost | cost (int),start_speed | ss (int),attack_type | at (int),attack_frame_rate | afr (int),hp_min | hp_min (int),hp_max | hp_max (int),hp_gain | hp_gain (string),atk_min | atk_min (int),atk_max | atk_max (int),atk_gain | atk_gain (string),def_min | def_min (int),def_max | def_max (int),def_gain | def_gain (string),rec_min | rec_min (int),rec_max | rec_max (int),rec_gain | rec_gain (string),max_passive_skills_idx | mps (int),passive1 | pas1 (int),passive2 | pas2 (int),passive3 | pas3 (int),passive3 | pas3 (int),leadership | ls (int),active | active (int),skill_mana_cost | smc (int),skill_description | sd (string),
11.0,,Green Googoo,,3.0,,10.0,1.0,1.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,30001.0,,,10001.0,20001.0,,2 hit combo single target earth attack
12.0,,Purple Piwi,,4.0,,10.0,1.0,2.0,1,0.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,10.0,30002.0,,,10002.0,20002.0,,2 hit combo multiple target air attack
13.0,,Purple Googoo,,4.0,,10.0,1.0,4.0,1,1.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30002.0,,,10002.0,20002.0,,2 hit combo multiple target air attack
14.0,,Red Piwi,,5.0,,10.0,1.0,5.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30003.0,,,10003.0,20003.0,,3 hit combo single target fire attack
15.0,,Red Googoo,,5.0,,10.0,1.0,1.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,15.0,30003.0,,,10003.0,20003.0,,3 hit combo single target fire attack
16.0,,Blue Piwi,,6.0,,10.0,1.0,2.0,1,0.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,11.0,30004.0,,,10004.0,20004.0,,4 hit combo single target water attack
17.0,,Blue Googoo,,6.0,,10.0,1.0,3.0,1,1.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,11.0,30004.0,,,10004.0,20004.0,,4 hit combo single target water attack
18.0,,Black Piwi,,7.0,,10.0,1.0,3.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30004.0,,,10013.0,20013.0,,4 hit combo single target dark attack
19.0,,Black Googoo,,7.0,,10.0,1.0,4.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30004.0,30002.0,,10014.0,20013.0,,4 hit combo single target dark attack
20.0,,Dark Rainbow Googoo,,7.0,,10.0,1.0,5.0,1,2.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30004.0,30002.0,,10015.0,20013.0,,4 hit combo single target dark attack
21.0,,Young White Piwi,,8.0,,10.0,1.0,4.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,15.0,30005.0,,,10005.0,20005.0,,5 hit combo multiple target light attack
22.0,,Cloudy Googoo,,8.0,,10.0,1.0,5.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30005.0,30006.0,,10006.0,20005.0,,5 hit combo multiple target light attack
23.0,,Celestial Googoo,,8.0,,10.0,1.0,6.0,1,2.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,11.0,30005.0,30006.0,,10019.0,20005.0,,5 hit combo multiple target light attack
24.0,,Blibli,,3.0,,10.0,1.0,1.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30007.0,,,10007.0,20006.0,,1 hit combo single target earth attack
25.0,,Aggressive Blibli,,3.0,,10.0,1.0,2.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30007.0,,,10007.0,20006.0,,1 hit combo single target earth attack
26.0,,Dominant Blibli,,3.0,,10.0,1.0,3.0,1,2.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30007.0,,,10008.0,20006.0,,1 hit combo single target earth attack
27.0,,Royal Blibli,,3.0,,10.0,1.0,4.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30007.0,30005.0,,10009.0,20006.0,,1 hit combo single target earth attack
28.0,,Scarabug,,4.0,,10.0,1.0,1.0,1,1.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,14.0,30011.0,,,10020.0,20014.0,,4 hit combo multiple target air attack
29.0,,Scaramel,,4.0,,10.0,1.0,2.0,1,0.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,15.0,30011.0,,,10021.0,20014.0,,4 hit combo multiple target air attack
30.0,,Scarador,,4.0,,10.0,1.0,3.0,1,1.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,15.0,30011.0,,,10022.0,20014.0,,4 hit combo multiple target air attack
31.0,,Dominant Scara,,4.0,,10.0,1.0,4.0,1,0.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,10.0,30011.0,30012.0,,10023.0,20014.0,,4 hit combo multiple target air attack
32.0,,Celestial Scara,,4.0,,10.0,1.0,5.0,1,1.0,42,,1,,500.0,490.0,10.0,200.0,198.0,2,220.0,218.0,2,180.0,178.0,2,2,11.0,30011.0,30012.0,,10024.0,20014.0,,4 hit combo multiple target air attack
33.0,,Black Gobbly,,7.0,,10.0,1.0,2.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30004.0,,,10013.0,20008.0,,5 hit combo multiple target dark attack
34.0,,Black Goball,,7.0,,10.0,1.0,3.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30004.0,,,10014.0,20008.0,,5 hit combo multiple target dark attack
35.0,,Dominant Gobball,,7.0,,10.0,1.0,4.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30004.0,30002.0,,10015.0,20008.0,,5 hit combo multiple target dark attack
36.0,,White Gobbly,,6.0,,10.0,1.0,1.0,1,1.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,12.0,30004.0,,,10010.0,20007.0,,3 hit combo multiple target water attack
37.0,,White Goball,,6.0,,10.0,1.0,2.0,1,0.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,13.0,30004.0,,,10010.0,20007.0,,3 hit combo multiple target water attack
38.0,,Gobball War Chief,,6.0,,10.0,1.0,3.0,1,1.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,10.0,30004.0,,,10011.0,20007.0,,3 hit combo multiple target water attack
39.0,,Royal Goball,,6.0,,10.0,1.0,4.0,1,0.0,42,,1,,500.0,490.0,10.0,160.0,158.0,2,220.0,218.0,2,220.0,218.0,2,2,15.0,30004.0,30008.0,,10012.0,20007.0,,3 hit combo multiple target water attack
40.0,,Spiny Glutton,,5.0,,10.0,1.0,1.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,30008.0,,,10025.0,20015.0,,2 hit combo single target fire attack
41.0,,Young Demonic Rose,,5.0,,10.0,1.0,2.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30008.0,,,10026.0,20015.0,,2 hit combo single target fire attack
42.0,,Demonic Rose,,5.0,,10.0,1.0,3.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,11.0,30008.0,,,10027.0,20015.0,,2 hit combo single target fire attack
43.0,,Royal Demonic Rose,,5.0,,10.0,1.0,4.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,12.0,30008.0,30013.0,,10028.0,20015.0,,2 hit combo single target fire attack
44.0,,Celestial Demon Rose,,5.0,,10.0,1.0,5.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,30008.0,30013.0,,10029.0,20015.0,,2 hit combo single target fire attack
45.0,,Baby Tofu,,8.0,,10.0,1.0,1.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,12.0,30009.0,,,10016.0,20009.0,,2 hit combo single target light attack
46.0,,Tofu,,8.0,,10.0,1.0,2.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,12.0,30009.0,,,10016.0,20009.0,,2 hit combo single target light attack
47.0,,Tofoone,,8.0,,10.0,1.0,3.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,10.0,30009.0,,,10016.0,20009.0,,2 hit combo single target light attack
48.0,,Tofurby,,8.0,,10.0,1.0,4.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,14.0,30009.0,,,10017.0,20009.0,,2 hit combo single target light attack
49.0,,Royal Tofu,,8.0,,10.0,1.0,5.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30009.0,30010.0,,10018.0,20009.0,,2 hit combo single target light attack
50.0,,Young Drheller,,3.0,,10.0,1.0,2.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30002.0,,,10030.0,20010.0,,3 hit combo single target earth attack
51.0,,Drhellator,,3.0,,10.0,1.0,3.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30002.0,,,10031.0,20010.0,,3 hit combo single target earth attack
52.0,,Enrage Drhellator,,3.0,,10.0,1.0,4.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,30002.0,30008.0,,10032.0,20010.0,,3 hit combo single target earth attack
53.0,,Royal Drhellator,,3.0,,10.0,1.0,5.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30002.0,30008.0,,10033.0,20010.0,,3 hit combo single target earth attack
54.0,,Treechnid,,3.0,,10.0,1.0,3.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30002.0,,,10034.0,20016.0,,4 hit combo multiple target earth attack
55.0,,Treechorn Treechnid,,3.0,,10.0,1.0,4.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30002.0,30001.0,,10035.0,20016.0,,4 hit combo multiple target earth attack
56.0,,Ancestral Treechnid,,3.0,,10.0,1.0,5.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30002.0,30001.0,,10036.0,20016.0,,4 hit combo multiple target earth attack
57.0,,Arachnee,,7.0,,10.0,1,1.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30005.0,,,10037.0,20017.0,,3 hit combo single target dark attack
58.0,,Major Arachnee ,,7.0,,10.0,1,2.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30005.0,,,10038.0,20017.0,,3 hit combo single target dark attack
59.0,,Black Widow,,7.0,,10.0,1,3.0,1,2.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30005.0,,,10039.0,20017.0,,3 hit combo single target dark attack
60.0,,Scaramel the Melty,,8.0,,10.0,1,4.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,11.0,30002.0,,,10040.0,20018.0,,2 hit combo multiple target light attack
61.0,,Golden Scarador,,8.0,,10.0,1,5.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,12.0,30002.0,30008.0,,10041.0,20018.0,,2 hit combo multiple target light attack
62.0,,Wild Gobbly,,7.0,,10.0,1,1.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30003.0,,,10042.0,20017.0,,3 hit combo single target dark attack
63.0,,Wild Gobball,,7.0,,10.0,1,2.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,30003.0,,,10043.0,20017.0,,3 hit combo single target dark attack
64.0,,Shaman Gobbette,,7.0,,10.0,1,3.0,1,2.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30003.0,,,10044.0,20017.0,,3 hit combo single target dark attack
65.0,,Royal Shaman Gobbette,,7.0,,10.0,1,4.0,1,3.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30003.0,30004.0,,10045.0,20017.0,,3 hit combo single target dark attack
66.0,,Dandelion,,5.0,,10.0,1,3.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,13.0,30014.0,,,10027.0,20003.0,,3 hit combo single target fire attack
67.0,,Carnivorous Plant,,5.0,,10.0,1,4.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,15.0,30014.0,30002.0,,10028.0,20003.0,,3 hit combo single target fire attack
68.0,,Celestial Carnivorous Plant,,5.0,,10.0,1,5.0,1,2.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30014.0,30002.0,,10029.0,20003.0,,3 hit combo single target fire attack
69.0,,Crackler,,3.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30002.0,,,10046.0,20016.0,,4 hit combo multiple target earth attack
70.0,,Mega Crackler,,3.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30002.0,,,10001.0,20016.0,,4 hit combo multiple target earth attack
71.0,,Ancestor Crackler,,3.0,,10.0,1,4.0,1,2.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30002.0,30012.0,,10047.0,20016.0,,4 hit combo multiple target earth attack
72.0,,Royal Crackler,,3.0,,10.0,1,5.0,1,3.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30002.0,30012.0,,10048.0,20016.0,,4 hit combo multiple target earth attack
73.0,,Cacter Warrior,,3.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,30015.0,,,10001.0,20001.0,,2 hit combo single target earth attack
74.0,,Cacter Blademaster,,3.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30015.0,,,10049.0,20001.0,,2 hit combo single target earth attack
75.0,,Mountain Gobball,,3.0,,10.0,1,3.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,30007.0,,,10050.0,20019.0,,3 hit combo multiple target earth attack
76.0,,Royal Mountain Gobball,,3.0,,10.0,1,4.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30007.0,30008.0,,10051.0,20019.0,,3 hit combo multiple target earth attack
77.0,,Angry Fungi,,3.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30015.0,,,10052.0,20020.0,,5 hit combo single target earth attack
78.0,,Fungi Master,,3.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30015.0,,,10053.0,20020.0,,5 hit combo single target earth attack
79.0,,Gray Piwi,,8.0,,10.0,1,3.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30006.0,,,10054.0,20005.0,,5 hit combo multiple target light attack
80.0,,Gray Googoo,,8.0,,10.0,1,4.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,11.0,30006.0,,,10055.0,20005.0,,5 hit combo multiple target light attack
81.0,,Golden Googoo,,8.0,,10.0,1,5.0,1,2.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,15.0,30006.0,30011.0,,10056.0,20005.0,,5 hit combo multiple target light attack
82.0,,Mountain Drheller,,8.0,,10.0,1,3.0,1,0.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30002.0,,,10016.0,20021.0,,4 hit combo multiple target light attack
83.0,,Mountain Drhellator,,8.0,,10.0,1,4.0,1,1.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,12.0,30002.0,,,10017.0,20021.0,,4 hit combo multiple target light attack
84.0,,Ancestral Drhellator,,8.0,,10.0,1,5.0,1,2.0,42,,1,,550.0,540.0,10.0,240.0,238.0,2,220.0,218.0,2,180.0,178.0,2,2,13.0,30002.0,30007.0,,10018.0,20021.0,,4 hit combo multiple target light attack
85.0,,Mutant Wabbit,,5.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,30005.0,,,10026.0,20003.0,,3 hit combo single target fire attack
86.0,,Full Mutant Wabbit,,5.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,11.0,30005.0,,,10027.0,20003.0,,3 hit combo single target fire attack
87.0,,Chafer Lancer,,5.0,,10.0,1,3.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,13.0,30015.0,,,10057.0,20022.0,,4 hit combo single target  fire attack
88.0,,Chafer Guard,,5.0,,10.0,1,4.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,12.0,30015.0,30008.0,,10058.0,20022.0,,4 hit combo single target  fire attack
89.0,,Chafer Guardian,,5.0,,10.0,1,5.0,1,2.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,13.0,30015.0,30008.0,,10059.0,20022.0,,4 hit combo single target  fire attack
90.0,,Taur,,7.0,,10.0,1,3.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30001.0,,,10039.0,20013.0,,4 hit combo single target dark attack
91.0,,Mandhal,,7.0,,10.0,1,4.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,10.0,30001.0,30012.0,,10060.0,20013.0,,4 hit combo single target dark attack
92.0,,Firedrhell the Untimely,,5.0,,10.0,1,4.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,12.0,30016.0,30003.0,,10061.0,20023.0,,4 hit combo multi target fire attack
93.0,,Ancestral Firedrhell,,5.0,,10.0,1,5.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,30016.0,30003.0,,10062.0,20023.0,,4 hit combo multi target fire attack
94.0,,Miliboowolf,,7.0,,10.0,1,1.0,1,0.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,13.0,30015.0,,,10037.0,20024.0,,4 hit combo multi target dark attack
95.0,,Cowardly Boowolf,,7.0,,10.0,1,2.0,1,1.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,30015.0,,,10038.0,20024.0,,4 hit combo multi target dark attack
96.0,,Boowolf,,7.0,,10.0,1,3.0,1,2.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,14.0,30015.0,,,10039.0,20024.0,,4 hit combo multi target dark attack
97.0,,Enrage Boowolf,,7.0,,10.0,1,4.0,1,3.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30015.0,30006.0,,10060.0,20024.0,,4 hit combo multi target dark attack
98.0,,Moowolf,,7.0,,10.0,1,5.0,1,4.0,42,,1,,450.0,440.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,11.0,30015.0,30006.0,,10063.0,20024.0,,4 hit combo multi target dark attack
99.0,,Aggressive Gobbly,,5.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30007.0,,,10064.0,20025.0,,3 hit combo multi target fire attack
100.0,,Aggressive Gobball,,5.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30007.0,,,10065.0,20025.0,,3 hit combo multi target fire attack
101.0,,Brutish War Chief,,5.0,,10.0,1,4.0,1,2.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,14.0,30007.0,30008.0,,10066.0,20025.0,,3 hit combo multi target fire attack
102.0,,Bwork Warrior,,3.0,,10.0,1,2.0,1,0.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,12.0,,,,,,,42
103.0,,Bwork Butcher,,3.0,,10.0,1,3.0,1,1.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,,,,,,,42
104.0,,Bwork Knight,,3.0,,10.0,1,4.0,1,2.0,42,,1,,550.0,540.0,10.0,200.0,198.0,2,200.0,198.0,2,220.0,218.0,2,2,15.0,,,,,,,42
105.0,,Lenald,,5.0,,10.0,1,1.0,1,0.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,,,,,,,42
106.0,,Lenald Fighter,,5.0,,10.0,1,2.0,1,1.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,11.0,,,,,,,42
107.0,,Lenald Elder,,5.0,,10.0,1,3.0,1,2.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,10.0,,,,,,,42
108.0,,Lenald Master,,5.0,,10.0,1,4.0,1,3.0,42,,1,,550.0,540.0,10.0,220.0,218.0,2,180.0,178.0,2,200.0,198.0,2,2,13.0,,,,,,,42
